poll_epoch,arm_n,replicate,image_digest,clock_offset_s,hostname,status,healthy,reboot_count,tofu_start_epoch,tofu_end_epoch,cloudinit_start_epoch,cloudinit_end_epoch,container_start_epoch,container_end_epoch,total_startup_s,created_epoch,session_started_epoch,last_seen_epoch,machine_identity
1788399783.696964,60,1,ghcr.io/talmolab/lablink-client-base-image:linux-amd64-test@sha256:1ec2fde6860186b3d45ac83890167258f83512955dbce65f072d4e8c310cb9de,0.5133411884307861,sleap-lablink-client-prod-vm-48,initializing,,0,1788399546.0,1788399636.0,,,,,,1788399639.013734,,1788399680.011803,i-08911cb315ddcc557
1788399783.696964,60,1,ghcr.io/talmolab/lablink-client-base-image:linux-amd64-test@sha256:1ec2fde6860186b3d45ac83890167258f83512955dbce65f072d4e8c310cb9de,0.5133411884307861,sleap-lablink-client-prod-vm-49,initializing,,0,1788399546.0,1788399637.0,,,,,,1788399639.01453,,1788399767.794265,i-001211957194453e9
1788399783.696964,60,1,ghcr.io/talmolab/lablink-client-base-image:linux-amd64-test@sha256:1ec2fde6860186b3d45ac83890167258f83512955dbce65f072d4e8c310cb9de,0.5133411884307861,sleap-lablink-client-prod-vm-5,initializing,,0,1788399546.0,1788399637.0,,,,,,1788399639.01529,,1788399781.287544,i-0139d5103dfd457c3
1788399783.696964,60,1,ghcr.io/talmolab/lablink-client-base-image:linux-amd64-test@sha256:1ec2fde6860186b3d45ac83890167258f83512955dbce65f072d4e8c310cb9de,0.5133411884307861,sleap-lablink-client-prod-vm-50,initializing,,0,1788399546.0,1788399636.0,,,,,,1788399639.016248,,1788399768.756376,i-0dfa13bc2303b61b0
1788399783.696964,60,1,ghcr.io/talmolab/lablink-client-base-image:linux-amd64-test@sha256:1ec2fde6860186b3d45ac83890167258f83512955dbce65f072d4e8c310cb9de,0.5133411884307861,sleap-lablink-client-prod-vm-51,initializing,,0,1788399545.0,1788399636.0,,,,,,1788399624.243183,,1788399763.508561,i-0ae1a69d38b26e48f
1788399783.696964,60,1,ghcr.io/talmolab/lablink-client-base-image:linux-amd64-test@sha256:1ec2fde6860186b3d45ac83890167258f83512955dbce65f072d4e8c310cb9de,0.5133411884307861,sleap-lablink-client-prod-vm-52,initializing,,0,1788399545.0,1788399637.0,,,,,,1788399638.46893,,1788399764.586747,i-07b6f7c90b29da486
1788399783.696964,60,1,ghcr.io/talmolab/lablink-client-base-image:linux-amd64-test@sha256:1ec2fde6860186b3d45ac83890167258f83512955dbce65f072d4e8c310cb9de,0.5133411884307861,sleap-lablink-client-prod-vm-53,initializing,,0,1788399546.0,1788399637.0,,,,,,1788399639.018752,,1788399765.204991,i-0e54089f74b9d3906
1788399783.696964,60,1,ghcr.io/talmolab/lablink-client-base-image:linux-amd64-test@sha256:1ec2fde6860186b3d45ac83890167258f83512955dbce65f072d4e8c310cb9de,0.5133411884307861,sleap-lablink-client-prod-vm-54,initializing,,0,1788399545.0,1788399637.0,,,,,,1788399614.656207,,1788399764.036335,i-0331318ead70d86bd
1788399783.696964,60,1,ghcr.io/talmolab/lablink-client-base-image:linux-amd64-test@sha256:1ec2fde6860186b3d45ac83890167258f83512955dbce65f072d4e8c310cb9de,0.5133411884307861,sleap-lablink-client-prod-vm-55,initializing,,0,1788399545.0,1788399637.0,,,,,,1788399639.020368,,1788399764.978607,i-0a9b3bccfe2ad28c4
1788399783.696964,60,1,ghcr.io/talmolab/lablink-client-base-image:linux-amd64-test@sha256:1ec2fde6860186b3d45ac83890167258f83512955dbce65f072d4e8c310cb9de,0.5133411884307861,sleap-lablink-client-prod-vm-56,initializing,,0,1788399546.0,1788399637.0,,,,,,1788399639.021038,,1788399668.25516,i-0d34c2fbf6c6afd5b
1788399783.696964,60,1,ghcr.io/talmolab/lablink-client-base-image:linux-amd64-test@sha256:1ec2fde6860186b3d45ac83890167258f83512955dbce65f072d4e8c310cb9de,0.5133411884307861,sleap-lablink-client-prod-vm-57,initializing,,0,1788399546.0,1788399637.0,,,,,,1788399639.02183,,1788399772.360445,i-0aa8e2b6f7cda085d
1788399783.696964,60,1,ghcr.io/talmolab/lablink-client-base-image:linux-amd64-test@sha256:1ec2fde6860186b3d45ac83890167258f83512955dbce65f072d4e8c310cb9de,0.5133411884307861,sleap-lablink-client-prod-vm-58,initializing,,0,1788399546.0,1788399637.0,,,,,,1788399620.588347,,1788399763.682637,i-09f7e617e20e209e8
