poll_epoch,arm_n,replicate,image_digest,observed_hosts,ok,error,operations_ok,operations_error
1789422410.628578,150,1,ghcr.io/talmolab/lablink-client-base-image:latest@sha256:3f2f935a1b61b1c1f9469a69d1a7ad53bdb334d996976bcd3ba5802a4cc50567,150,True,,True,
1789422414.855772,150,1,ghcr.io/talmolab/lablink-client-base-image:latest@sha256:3f2f935a1b61b1c1f9469a69d1a7ad53bdb334d996976bcd3ba5802a4cc50567,150,True,,True,
1789422419.997441,150,1,ghcr.io/talmolab/lablink-client-base-image:latest@sha256:3f2f935a1b61b1c1f9469a69d1a7ad53bdb334d996976bcd3ba5802a4cc50567,150,True,,True,
1789422424.75619,150,1,ghcr.io/talmolab/lablink-client-base-image:latest@sha256:3f2f935a1b61b1c1f9469a69d1a7ad53bdb334d996976bcd3ba5802a4cc50567,150,True,,True,
1789422429.995411,150,1,ghcr.io/talmolab/lablink-client-base-image:latest@sha256:3f2f935a1b61b1c1f9469a69d1a7ad53bdb334d996976bcd3ba5802a4cc50567,150,True,,True,
1789422434.852882,150,1,ghcr.io/talmolab/lablink-client-base-image:latest@sha256:3f2f935a1b61b1c1f9469a69d1a7ad53bdb334d996976bcd3ba5802a4cc50567,150,True,,True,
1789422440.064325,150,1,ghcr.io/talmolab/lablink-client-base-image:latest@sha256:3f2f935a1b61b1c1f9469a69d1a7ad53bdb334d996976bcd3ba5802a4cc50567,150,True,,True,
1789422445.0369248,150,1,ghcr.io/talmolab/lablink-client-base-image:latest@sha256:3f2f935a1b61b1c1f9469a69d1a7ad53bdb334d996976bcd3ba5802a4cc50567,150,True,,True,
1789422450.040426,150,1,ghcr.io/talmolab/lablink-client-base-image:latest@sha256:3f2f935a1b61b1c1f9469a69d1a7ad53bdb334d996976bcd3ba5802a4cc50567,150,True,,True,
1789422455.267821,150,1,ghcr.io/talmolab/lablink-client-base-image:latest@sha256:3f2f935a1b61b1c1f9469a69d1a7ad53bdb334d996976bcd3ba5802a4cc50567,150,True,,True,
1789422460.0295382,150,1,ghcr.io/talmolab/lablink-client-base-image:latest@sha256:3f2f935a1b61b1c1f9469a69d1a7ad53bdb334d996976bcd3ba5802a4cc50567,150,True,,True,
1789422464.9051468,150,1,ghcr.io/talmolab/lablink-client-base-image:latest@sha256:3f2f935a1b61b1c1f9469a69d1a7ad53bdb334d996976bcd3ba5802a4cc50567,150,True,,True,
1789422469.999189,150,1,ghcr.io/talmolab/lablink-client-base-image:latest@sha256:3f2f935a1b61b1c1f9469a69d1a7ad53bdb334d996976bcd3ba5802a4cc50567,150,True,,True,
1789422474.890021,150,1,ghcr.io/talmolab/lablink-client-base-image:latest@sha256:3f2f935a1b61b1c1f9469a69d1a7ad53bdb334d996976bcd3ba5802a4cc50567,150,True,,True,
